Unnamed: 0
"Пахота зяби под мн тр
От начала - 6804 га (79%)
Остаток- 1774 га 

Пахота под кукурузу на силос:
День - 128 га 
От начала - 1881 га(61%)
Остаток - 1205 га 

Чизелевание под сою:
День -73 га 
От начала - 841 га

Выравнивание зяби под сахарную свеклу:
День - 384 га 
От начала-7882 га (70%)
Остаток - 3368 га
 
Выравнивание зяби под подсолнечник:
День - 50 га 
От начала - 1260 га (30%)
Остаток - 2923 га 

2 след выравнивания зяби под сах.свеклу:
День- 44 га 
От начала- 469 га (4%)
Остаток - 10781 га 

Затравка мышевидных грызунов по мн.травам:
День - 53 га 
От начала -1018 га (58%)
Остаток - 471 га

Затравка мышевидных грызунов по озимому ячменю:
День - 186 га 
От начала- 186 га 
Остаток - 2086 га"
