"Unnamed: 0","annotation_id","annotator","created_at","id","initial","label","lead_time","postproc_data","updated_at" 
138,118,"1","2025-04-17T17:04:56.985215Z",551,"Внесение мин удобрений под сах св
попу 2452/2422
отд 2352/2424","[{""start"":0,""end"":30,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":35,""end"":50,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":51,""end"":53,""text"":""по"",""labels"":[""department""]},{""start"":62,""end"":66,""text"":""2452"",""labels"":[""perDay""]},{""start"":77,""end"":81,""text"":""2422"",""labels"":[""perOperation""]}]",15.661,"внесение минеральные удобрений под сахарная свекла
по пу день 2452 от начала 2422
отделение день 2352 от начала 2424","2025-04-17T17:04:56.985242Z"
139,119,"1","2025-04-17T17:05:24.239555Z",552,"чизел под ячмень
попу 2532/2342
отд 325/3465
отд 353/3433

внесение мин удобрений под оз рапс
попу 2423/2342
отд 87 2523/25235
отд 53 353/3533","[{""start"":0,""end"":10,""text"":""чизлование"",""labels"":[""operation""]},{""start"":15,""end"":21,""text"":""ячмень"",""labels"":[""plant""]},{""start"":22,""end"":24,""text"":""по"",""labels"":[""department""]},{""start"":33,""end"":37,""text"":""2532"",""labels"":[""perDay""]},{""start"":48,""end"":52,""text"":""2342"",""labels"":[""perOperation""]},{""start"":122,""end"":152,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":157,""end"":168,""text"":""озимая рапс"",""labels"":[""plant""]},{""start"":169,""end"":171,""text"":""по"",""labels"":[""department""]},{""start"":180,""end"":184,""text"":""2423"",""labels"":[""perDay""]},{""start"":195,""end"":199,""text"":""2342"",""labels"":[""perOperation""]}]",24.377,"чизлование под ячмень
по пу день 2532 от начала 2342
отделение день 325 от начала 3465
отделение день 353 от начала 3433

внесение минеральные удобрений под озимая рапс
по пу день 2423 от начала 2342
отделение 87 день 2523 от начала 25235
отделение 53 день 353 от начала 3533","2025-04-17T17:05:24.239592Z"
140,120,"1","2025-04-17T17:05:57.067846Z",553,"выравн зяби под сою
попу 2522/534654
отд 22 2423/2342

пахота зяби под пш
попу 56758/3666
отд 23 325/2423
отд 54 2528/2532","[{""start"":0,""end"":17,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":22,""end"":25,""text"":""сою"",""labels"":[""plant""]},{""start"":26,""end"":28,""text"":""по"",""labels"":[""department""]},{""start"":37,""end"":41,""text"":""2522"",""labels"":[""perDay""]},{""start"":52,""end"":58,""text"":""534654"",""labels"":[""perOperation""]},{""start"":98,""end"":109,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":114,""end"":121,""text"":""пшеница"",""labels"":[""plant""]},{""start"":122,""end"":124,""text"":""по"",""labels"":[""department""]},{""start"":133,""end"":138,""text"":""56758"",""labels"":[""perDay""]},{""start"":149,""end"":153,""text"":""3666"",""labels"":[""perOperation""]}]",37.25,"выравнивание зяби под сою
по пу день 2522 от начала 534654
отделение 22 день 2423 от начала 2342

пахота зяби под пшеница
по пу день 56758 от начала 3666
отделение 23 день 325 от начала 2423
отделение 54 день 2528 от начала 2532","2025-04-17T17:06:18.443488Z"
141,121,"1","2025-04-17T17:06:47.278579Z",554,"2-е диск сои под пш
попу 346/3453
отд 94 345/633
отд 32 252/6346","[{""start"":0,""end"":21,""text"":""второе дискование сои"",""labels"":[""operation""]},{""start"":26,""end"":33,""text"":""пшеница"",""labels"":[""plant""]},{""start"":34,""end"":36,""text"":""по"",""labels"":[""department""]},{""start"":45,""end"":48,""text"":""346"",""labels"":[""perDay""]},{""start"":59,""end"":63,""text"":""3453"",""labels"":[""perOperation""]}]",14.436,"второе дискование сои под пшеница
по пу день 346 от начала 3453
отделение 94 день 345 от начала 633
отделение 32 день 252 от начала 6346","2025-04-17T17:06:47.278619Z"
142,122,"1","2025-04-17T17:07:29.590585Z",555,"предп культ под сою
попу 32/2
отд 32 453/23

дисков сах св
попу 423/343
отд 57 474/7434
отд 43 43632/4734","[{""start"":0,""end"":21,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":26,""end"":29,""text"":""сою"",""labels"":[""plant""]},{""start"":30,""end"":32,""text"":""по"",""labels"":[""department""]},{""start"":41,""end"":43,""text"":""32"",""labels"":[""perDay""]},{""start"":54,""end"":55,""text"":""2"",""labels"":[""perOperation""]},{""start"":92,""end"":102,""text"":""дискование"",""labels"":[""operation""]},{""start"":103,""end"":118,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":119,""end"":121,""text"":""по"",""labels"":[""department""]},{""start"":130,""end"":133,""text"":""423"",""labels"":[""perDay""]},{""start"":144,""end"":147,""text"":""343"",""labels"":[""perOperation""]}]",38.189,"предпосевная культура под сою
по пу день 32 от начала 2
отделение 32 день 453 от начала 23

дискование сахарная свекла
по пу день 423 от начала 343
отделение 57 день 474 от начала 7434
отделение 43 день 43632 от начала 4734","2025-04-17T17:07:29.590625Z"
143,123,"1","2025-04-17T17:08:20.128816Z",556,"12.8 2-е дис сах св под пш
попу 235/363
отд 56 253/6784

дисков под оз пш
попу 252/235235
отд 23/4363","[{""start"":0,""end"":4,""text"":""12.8"",""labels"":[""data""]},{""start"":5,""end"":31,""text"":""второе дис сахарная свекла"",""labels"":[""operation""]},{""start"":36,""end"":43,""text"":""пшеница"",""labels"":[""plant""]},{""start"":44,""end"":46,""text"":""по"",""labels"":[""department""]},{""start"":55,""end"":59,""text"":""235 "",""labels"":[""perDay""]},{""start"":69,""end"":72,""text"":""363"",""labels"":[""perOperation""]},{""start"":111,""end"":121,""text"":""дискование"",""labels"":[""operation""]},{""start"":126,""end"":140,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":141,""end"":143,""text"":""по"",""labels"":[""department""]},{""start"":152,""end"":155,""text"":""252"",""labels"":[""perDay""]},{""start"":166,""end"":172,""text"":""235235"",""labels"":[""perOperation""]}]",43.158,"12.8 второе дис сахарная свекла под пшеница
по пу день 235 от начала 363
отделение 56 день 253 от начала 6784

дискование под озимая пшеница
по пу день 252 от начала 235235
отделение день 23 от начала 4363","2025-04-17T17:08:20.128843Z"
144,124,"1","2025-04-17T17:09:07.879456Z",557,"31.12.25 пахота зяби под мн тр
попу 46/3453
отд 14 252/242

2-е диск сах св под пш
попу 252/23523
отд 56 323/2423","[{""start"":0,""end"":8,""text"":""31.12.25"",""labels"":[""data""]},{""start"":9,""end"":20,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":25,""end"":42,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""по"",""labels"":[""department""]},{""start"":54,""end"":56,""text"":""46"",""labels"":[""perDay""]},{""start"":67,""end"":71,""text"":""3453"",""labels"":[""perOperation""]},{""start"":109,""end"":142,""text"":""второе дискование сахарная свекла"",""labels"":[""operation""]},{""start"":147,""end"":154,""text"":""пшеница"",""labels"":[""plant""]},{""start"":155,""end"":157,""text"":""по"",""labels"":[""department""]},{""start"":166,""end"":169,""text"":""252"",""labels"":[""perDay""]},{""start"":180,""end"":185,""text"":""23523"",""labels"":[""perOperation""]}]",34.916,"31.12.25 пахота зяби под многолетние травы
по пу день 46 от начала 3453
отделение 14 день 252 от начала 242

второе дискование сахарная свекла под пшеница
по пу день 252 от начала 23523
отделение 56 день 323 от начала 2423","2025-04-17T17:09:07.879493Z"
145,125,"1","2025-04-17T17:09:52.688590Z",558,"пахота сои под ячмень
попу 4346/4363
отд 22 3252/32523

2-е диск сах св под пш
попу 3453/4344
отд 3563/343","[{""start"":0,""end"":10,""text"":""пахота сои"",""labels"":[""operation""]},{""start"":15,""end"":21,""text"":""ячмень"",""labels"":[""plant""]},{""start"":22,""end"":24,""text"":""по"",""labels"":[""department""]},{""start"":33,""end"":37,""text"":""4346"",""labels"":[""perDay""]},{""start"":48,""end"":52,""text"":""4363"",""labels"":[""perOperation""]},{""start"":139,""end"":141,""text"":""по"",""labels"":[""department""]},{""start"":93,""end"":126,""text"":""второе дискование сахарная свекла"",""labels"":[""operation""]},{""start"":131,""end"":138,""text"":""пшеница"",""labels"":[""plant""]},{""start"":150,""end"":154,""text"":""3453"",""labels"":[""perDay""]},{""start"":165,""end"":169,""text"":""4344"",""labels"":[""perOperation""]}]",39.696,"пахота сои под ячмень
по пу день 4346 от начала 4363
отделение 22 день 3252 от начала 32523

второе дискование сахарная свекла под пшеница
по пу день 3453 от начала 4344
отделение день 3563 от начала 343","2025-04-17T17:09:52.688624Z"
146,126,"1","2025-04-17T17:45:24.776519Z",559,"7.2 выравн яч под сою
попу 232/2523
отд 34 45/2347

пахота ячмень под ячмень
попу 2342/32423
отд 22 3124/232342","[{""start"":0,""end"":3,""text"":""7.2"",""labels"":[""data""]},{""start"":4,""end"":19,""text"":""выравнивание яч"",""labels"":[""operation""]},{""start"":24,""end"":27,""text"":""сою"",""labels"":[""plant""]},{""start"":28,""end"":30,""text"":""по"",""labels"":[""department""]},{""start"":39,""end"":42,""text"":""232"",""labels"":[""perDay""]},{""start"":53,""end"":57,""text"":""2523"",""labels"":[""perOperation""]},{""start"":95,""end"":108,""text"":""пахота ячмень"",""labels"":[""operation""]},{""start"":113,""end"":119,""text"":""ячмень"",""labels"":[""plant""]},{""start"":120,""end"":122,""text"":""по"",""labels"":[""department""]},{""start"":131,""end"":135,""text"":""2342"",""labels"":[""perDay""]},{""start"":146,""end"":151,""text"":""32423"",""labels"":[""perOperation""]}]",97.311,"7.2 выравнивание яч под сою
по пу день 232 от начала 2523
отделение 34 день 45 от начала 2347

пахота ячмень под ячмень
по пу день 2342 от начала 32423
отделение 22 день 3124 от начала 232342","2025-04-17T17:45:24.776548Z"
147,127,"1","2025-04-17T17:46:06.964913Z",560,"8.3 сев ячмень под озимый ячмень
попу 4353/3435
отд 81 243/2323
отд 27 3242/232

внесение гербицидов под оз пш
попу 4242/2342
отд 4 3244/3434
отд 31 195/542","[{""start"":0,""end"":3,""text"":""8.3"",""labels"":[""data""]},{""start"":4,""end"":16,""text"":""посев ячмень"",""labels"":[""operation""]},{""start"":21,""end"":34,""text"":""озимый ячмень"",""labels"":[""plant""]},{""start"":35,""end"":37,""text"":""по"",""labels"":[""department""]},{""start"":46,""end"":50,""text"":""4353"",""labels"":[""perDay""]},{""start"":61,""end"":65,""text"":""3435"",""labels"":[""perOperation""]},{""start"":141,""end"":160,""text"":""внесение гербицидов"",""labels"":[""operation""]},{""start"":165,""end"":179,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":180,""end"":182,""text"":""по"",""labels"":[""department""]},{""start"":191,""end"":195,""text"":""4242"",""labels"":[""perDay""]},{""start"":206,""end"":210,""text"":""2342"",""labels"":[""perOperation""]}]",29.169,"8.3 посев ячмень под озимый ячмень
по пу день 4353 от начала 3435
отделение 81 день 243 от начала 2323
отделение 27 день 3242 от начала 232

внесение гербицидов под озимая пшеница
по пу день 4242 от начала 2342
отделение 4 день 3244 от начала 3434
отделение 31 день 195 от начала 542","2025-04-17T17:46:06.964944Z"
148,128,"1","2025-04-17T17:46:28.907881Z",561,"23.03 пахота зяби под сою
попу 242/2323
отд 23 323/232
отд 24 232/3232","[{""start"":0,""end"":5,""text"":""23.03"",""labels"":[""data""]},{""start"":26,""end"":28,""text"":""по"",""labels"":[""department""]},{""start"":6,""end"":17,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":18,""end"":25,""text"":""под сою"",""labels"":[""plant""]},{""start"":37,""end"":40,""text"":""242"",""labels"":[""perDay""]},{""start"":51,""end"":55,""text"":""2323"",""labels"":[""perOperation""]}]",16.219,"23.03 пахота зяби под сою
по пу день 242 от начала 2323
отделение 23 день 323 от начала 232
отделение 24 день 232 от начала 3232","2025-04-17T17:46:28.907909Z"
149,129,"1","2025-04-17T17:47:36.213671Z",562,"4.3.25
посев с св под оз пш
попу 3435/3433
отд 33 344/343

пахота ячмень под кук силос
попу 4774/4343
отд 43 433/4343
отд 7 33/343

внесение гербицидоа под оз пш
попу 433/433
отд 78 323/252
отд 4 4334/433","[{""start"":0,""end"":6,""text"":""4.3.25"",""labels"":[""data""]},{""start"":7,""end"":21,""text"":""посев с свекла"",""labels"":[""operation""]},{""start"":26,""end"":40,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":41,""end"":43,""text"":""по"",""labels"":[""department""]},{""start"":52,""end"":56,""text"":""3435"",""labels"":[""perDay""]},{""start"":67,""end"":71,""text"":""3433"",""labels"":[""perOperation""]},{""start"":109,""end"":122,""text"":""пахота ячмень"",""labels"":[""operation""]},{""start"":127,""end"":141,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":142,""end"":144,""text"":""по"",""labels"":[""department""]},{""start"":153,""end"":157,""text"":""4774"",""labels"":[""perDay""]},{""start"":168,""end"":172,""text"":""4343"",""labels"":[""perOperation""]},{""start"":245,""end"":264,""text"":""внесение гербицидоа"",""labels"":[""operation""]},{""start"":269,""end"":283,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":284,""end"":286,""text"":""по"",""labels"":[""department""]},{""start"":296,""end"":298,""text"":""33"",""labels"":[""perDay""]},{""start"":309,""end"":312,""text"":""433"",""labels"":[""perOperation""]}]",62.492,"4.3.25
посев с свекла под озимая пшеница
по пу день 3435 от начала 3433
отделение 33 день 344 от начала 343

пахота ячмень под кукурузы силос
по пу день 4774 от начала 4343
отделение 43 день 433 от начала 4343
отделение 7 день 33 от начала 343

внесение гербицидоа под озимая пшеница
по пу день 433 от начала 433
отделение 78 день 323 от начала 252
отделение 4 день 4334 от начала 433","2025-04-17T17:47:36.213706Z"
150,130,"1","2025-04-17T17:48:37.032639Z",563,"7.2.24
пахота сои под сах св
попу 4353/4343
отд 54 5454/5454
отд 33 242/3433

выравн яч под сою
попу 4343/343
отд 2442/223","[{""start"":0,""end"":6,""text"":""7.2.24"",""labels"":[""data""]},{""start"":7,""end"":17,""text"":""пахота сои"",""labels"":[""operation""]},{""start"":22,""end"":37,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":38,""end"":40,""text"":""по"",""labels"":[""department""]},{""start"":49,""end"":53,""text"":""4353"",""labels"":[""perDay""]},{""start"":64,""end"":68,""text"":""4343"",""labels"":[""perOperation""]},{""start"":145,""end"":160,""text"":""выравнивание яч"",""labels"":[""operation""]},{""start"":165,""end"":168,""text"":""сою"",""labels"":[""plant""]},{""start"":169,""end"":171,""text"":""по"",""labels"":[""department""]},{""start"":180,""end"":184,""text"":""4343"",""labels"":[""perDay""]},{""start"":195,""end"":198,""text"":""343"",""labels"":[""perOperation""]}]",54.477,"7.2.24
пахота сои под сахарная свекла
по пу день 4353 от начала 4343
отделение 54 день 5454 от начала 5454
отделение 33 день 242 от начала 3433

выравнивание яч под сою
по пу день 4343 от начала 343
отделение день 2442 от начала 223","2025-04-17T17:48:37.032668Z"
151,131,"1","2025-04-17T17:49:19.983888Z",564,"2.5.25
выравн сах св под кук силос
попу 433/232
отд 2 4242/242
отд 23 322/4242


сев ячмень под сах/свекл
попу 24422/23232
отд 8 786/565
отд 56 4533/3436

Пахота сои под оз пш
попу 4353/3434
отд 4 4343/34534
отд 4 43435/3452","[{""start"":0,""end"":6,""text"":""2.5.25"",""labels"":[""data""]},{""start"":7,""end"":35,""text"":""выравнивание сахарная свекла"",""labels"":[""operation""]},{""start"":40,""end"":54,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":55,""end"":57,""text"":""по"",""labels"":[""department""]},{""start"":66,""end"":69,""text"":""433"",""labels"":[""perDay""]},{""start"":80,""end"":83,""text"":""232"",""labels"":[""perOperation""]},{""start"":159,""end"":171,""text"":""посев ячмень"",""labels"":[""operation""]},{""start"":176,""end"":191,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":192,""end"":194,""text"":""по"",""labels"":[""department""]},{""start"":203,""end"":208,""text"":""24422"",""labels"":[""perDay""]},{""start"":219,""end"":224,""text"":""23232"",""labels"":[""perOperation""]},{""start"":299,""end"":309,""text"":""пахота сои"",""labels"":[""operation""]},{""start"":314,""end"":328,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":329,""end"":331,""text"":""по"",""labels"":[""department""]},{""start"":340,""end"":344,""text"":""4353"",""labels"":[""perDay""]},{""start"":355,""end"":359,""text"":""3434"",""labels"":[""perOperation""]}]",37.724,"2.5.25
выравнивание сахарная свекла под кукурузы силос
по пу день 433 от начала 232
отделение 2 день 4242 от начала 242
отделение 23 день 322 от начала 4242


посев ячмень под сахарная свекла
по пу день 24422 от начала 23232
отделение 8 день 786 от начала 565
отделение 56 день 4533 от начала 3436

пахота сои под озимая пшеница
по пу день 4353 от начала 3434
отделение 4 день 4343 от начала 34534
отделение 4 день 43435 от начала 3452","2025-04-17T17:49:19.983928Z"
152,132,"1","2025-04-17T17:49:57.926819Z",565,"5.3.25
выкаш сах/свекл под оз пш
попу 4355/3433
отд 8 435/353
отд 43 23/34334

Чизед под сах/свекл
попу 424/3433
отд 5 2422/232","[{""start"":0,""end"":6,""text"":""5.3.25"",""labels"":[""data""]},{""start"":7,""end"":34,""text"":""выкашивание сахарная свекла"",""labels"":[""operation""]},{""start"":39,""end"":53,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":54,""end"":56,""text"":""по"",""labels"":[""department""]},{""start"":65,""end"":69,""text"":""4355"",""labels"":[""perDay""]},{""start"":80,""end"":84,""text"":""3433"",""labels"":[""perOperation""]},{""start"":158,""end"":163,""text"":""чизед"",""labels"":[""operation""]},{""start"":168,""end"":183,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":184,""end"":186,""text"":""по"",""labels"":[""department""]},{""start"":195,""end"":198,""text"":""424"",""labels"":[""perDay""]},{""start"":209,""end"":213,""text"":""3433"",""labels"":[""perOperation""]}]",29.997,"5.3.25
выкашивание сахарная свекла под озимая пшеница
по пу день 4355 от начала 3433
отделение 8 день 435 от начала 353
отделение 43 день 23 от начала 34334

чизед под сахарная свекла
по пу день 424 от начала 3433
отделение 5 день 2422 от начала 232","2025-04-17T17:49:57.926862Z"
153,133,"1","2025-04-17T17:50:20.681037Z",566,"6.4.33 выкаш с св под отц тр
попу 422/223
отд 322/223","[{""start"":0,""end"":6,""text"":""6.4.33"",""labels"":[""data""]},{""start"":7,""end"":27,""text"":""выкашивание с свекла"",""labels"":[""operation""]},{""start"":32,""end"":53,""text"":""отцовские травы травы"",""labels"":[""plant""]},{""start"":54,""end"":56,""text"":""по"",""labels"":[""department""]},{""start"":65,""end"":68,""text"":""422"",""labels"":[""perDay""]},{""start"":79,""end"":82,""text"":""223"",""labels"":[""perOperation""]}]",18.11,"6.4.33 выкашивание с свекла под отцовские травы травы
по пу день 422 от начала 223
отделение день 322 от начала 223","2025-04-17T17:50:20.681065Z"
154,134,"1","2025-04-17T17:51:01.045622Z",567,"дисков сои под силос
попу 4222/232
отд 4 22/232

пахота сои под оз пш
попу 4242/242
отд 3 232/2424","[{""start"":0,""end"":14,""text"":""дискование сои"",""labels"":[""operation""]},{""start"":19,""end"":24,""text"":""силос"",""labels"":[""plant""]},{""start"":25,""end"":27,""text"":""по"",""labels"":[""department""]},{""start"":36,""end"":40,""text"":""4222"",""labels"":[""perDay""]},{""start"":51,""end"":54,""text"":""232"",""labels"":[""perOperation""]},{""start"":120,""end"":122,""text"":""по"",""labels"":[""department""]},{""start"":131,""end"":135,""text"":""4242"",""labels"":[""perDay""]},{""start"":146,""end"":149,""text"":""242"",""labels"":[""perOperation""]},{""start"":105,""end"":119,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":90,""end"":100,""text"":""пахота сои"",""labels"":[""operation""]}]",54.119,"дискование сои под силос
по пу день 4222 от начала 232
отделение 4 день 22 от начала 232

пахота сои под озимая пшеница
по пу день 4242 от начала 242
отделение 3 день 232 от начала 2424","2025-04-17T17:51:21.779873Z"
155,135,"1","2025-04-17T17:52:11.645214Z",568,"выравн зяби под подсолнечник
попу 434/4343
отд 2 3222/4343
отд 3 2322/353

пахота зяби под кукурузу
попу 23222/2323
отд 24 43433/34353","[{""start"":0,""end"":17,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":21,""end"":34,""text"":"" подсолнечник"",""labels"":[""plant""]},{""start"":35,""end"":37,""text"":""по"",""labels"":[""department""]},{""start"":46,""end"":49,""text"":""434"",""labels"":[""perDay""]},{""start"":60,""end"":64,""text"":""4343"",""labels"":[""perOperation""]},{""start"":139,""end"":150,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":155,""end"":163,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":164,""end"":166,""text"":""по"",""labels"":[""department""]},{""start"":175,""end"":180,""text"":""23222"",""labels"":[""perDay""]},{""start"":191,""end"":195,""text"":""2323"",""labels"":[""perOperation""]}]",44.764,"выравнивание зяби под подсолнечник
по пу день 434 от начала 4343
отделение 2 день 3222 от начала 4343
отделение 3 день 2322 от начала 353

пахота зяби под кукурузу
по пу день 23222 от начала 2323
отделение 24 день 43433 от начала 34353","2025-04-17T17:52:11.645245Z"
156,136,"1","2025-04-17T17:53:22.111426Z",569,"сев кук/свеклу
попу 242/232
отд 3 4343/223

сев сах св
попу 2324/3539
отд 7 487/343

выравн под кук силос
попу 434/343
отд 32 2323/4334","[{""start"":0,""end"":5,""text"":""посев"",""labels"":[""operation""]},{""start"":6,""end"":23,""text"":""кукурузная свекла"",""labels"":[""plant""]},{""start"":24,""end"":26,""text"":""по"",""labels"":[""department""]},{""start"":35,""end"":38,""text"":""242"",""labels"":[""perDay""]},{""start"":49,""end"":52,""text"":""232"",""labels"":[""perOperation""]},{""start"":90,""end"":95,""text"":""посев"",""labels"":[""operation""]},{""start"":96,""end"":111,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":112,""end"":114,""text"":""по"",""labels"":[""department""]},{""start"":123,""end"":127,""text"":""2324"",""labels"":[""perDay""]},{""start"":138,""end"":142,""text"":""3539"",""labels"":[""perOperation""]},{""start"":179,""end"":191,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":196,""end"":210,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":222,""end"":225,""text"":""434"",""labels"":[""perDay""]},{""start"":236,""end"":239,""text"":""343"",""labels"":[""perOperation""]},{""start"":211,""end"":213,""text"":""по"",""labels"":[""department""]}]",65.764,"посев кукурузная свекла
по пу день 242 от начала 232
отделение 3 день 4343 от начала 223

посев сахарная свекла
по пу день 2324 от начала 3539
отделение 7 день 487 от начала 343

выравнивание под кукурузы силос
по пу день 434 от начала 343
отделение 32 день 2323 от начала 4334","2025-04-17T17:53:22.111462Z"
157,137,"1","2025-04-17T17:53:59.181416Z",570,"2-я подкормка оз пш
попу 224/4343
отд 9 3224/2443
пахотя зяби под сою
попу 437/3434
отд 8 43/587","[{""start"":0,""end"":16,""text"":""вторая подкормка"",""labels"":[""operation""]},{""start"":17,""end"":31,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":32,""end"":34,""text"":""по"",""labels"":[""department""]},{""start"":43,""end"":46,""text"":""224"",""labels"":[""perDay""]},{""start"":57,""end"":61,""text"":""4343"",""labels"":[""perOperation""]},{""start"":99,""end"":110,""text"":""пахотя зяби"",""labels"":[""operation""]},{""start"":115,""end"":118,""text"":""сою"",""labels"":[""plant""]},{""start"":119,""end"":121,""text"":""по"",""labels"":[""department""]},{""start"":130,""end"":133,""text"":""437"",""labels"":[""perDay""]},{""start"":144,""end"":148,""text"":""3434"",""labels"":[""perOperation""]}]",31.649,"вторая подкормка озимая пшеница
по пу день 224 от начала 4343
отделение 9 день 3224 от начала 2443
пахотя зяби под сою
по пу день 437 от начала 3434
отделение 8 день 43 от начала 587","2025-04-17T17:53:59.181456Z"
158,138,"1","2025-04-17T17:54:35.797403Z",571,"6.2 выравн зяби под сою
попу 78/434
отд 8 43/3554
выравн под сах/свекл
попу 4873/433
отд 8 22","[{""start"":0,""end"":3,""text"":""6.2"",""labels"":[""data""]},{""start"":4,""end"":21,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":26,""end"":29,""text"":""сою"",""labels"":[""plant""]},{""start"":30,""end"":32,""text"":""по"",""labels"":[""department""]},{""start"":41,""end"":43,""text"":""78"",""labels"":[""perDay""]},{""start"":54,""end"":57,""text"":""434"",""labels"":[""perOperation""]},{""start"":93,""end"":105,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":110,""end"":125,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":126,""end"":128,""text"":""по"",""labels"":[""department""]},{""start"":137,""end"":141,""text"":""4873"",""labels"":[""perDay""]},{""start"":152,""end"":155,""text"":""433"",""labels"":[""perOperation""]}]",31.631,"6.2 выравнивание зяби под сою
по пу день 78 от начала 434
отделение 8 день 43 от начала 3554
выравнивание под сахарная свекла
по пу день 4873 от начала 433
отделение 8 22","2025-04-17T17:54:35.797444Z"
159,139,"1","2025-04-17T17:55:01.836444Z",572,"выравн под кук/силос
попу 23/85
отд 8 43/343
выравн зяби под кук/силос
попу 424/3434
отд 43 4343/4334","[{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":17,""end"":33,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":34,""end"":36,""text"":""по"",""labels"":[""department""]},{""start"":45,""end"":47,""text"":""23"",""labels"":[""perDay""]},{""start"":58,""end"":60,""text"":""85"",""labels"":[""perOperation""]},{""start"":95,""end"":112,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":117,""end"":133,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":134,""end"":136,""text"":""по"",""labels"":[""department""]},{""start"":145,""end"":148,""text"":""424"",""labels"":[""perDay""]},{""start"":159,""end"":163,""text"":""3434"",""labels"":[""perOperation""]}]",21.318,"выравнивание под кукурузный силос
по пу день 23 от начала 85
отделение 8 день 43 от начала 343
выравнивание зяби под кукурузный силос
по пу день 424 от начала 3434
отделение 43 день 4343 от начала 4334","2025-04-17T17:55:01.836472Z"
160,140,"1","2025-04-17T17:55:47.282529Z",573,"сплошная культивация оз пш под кукурузу
попу 424/434
отд 44 3443/434

2-я подкормка озимой пш
попу 23/2342
отд 54 545/545","[{""start"":0,""end"":35,""text"":""сплошная культивация озимая пшеница"",""labels"":[""operation""]},{""start"":40,""end"":48,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":49,""end"":51,""text"":""по"",""labels"":[""department""]},{""start"":60,""end"":63,""text"":""424"",""labels"":[""perDay""]},{""start"":74,""end"":77,""text"":""434"",""labels"":[""perOperation""]},{""start"":116,""end"":132,""text"":""вторая подкормка"",""labels"":[""operation""]},{""start"":133,""end"":147,""text"":""озимой пшеница"",""labels"":[""plant""]},{""start"":148,""end"":150,""text"":""по"",""labels"":[""department""]},{""start"":159,""end"":161,""text"":""23"",""labels"":[""perDay""]},{""start"":172,""end"":176,""text"":""2342"",""labels"":[""perOperation""]}]",40.474,"сплошная культивация озимая пшеница под кукурузу
по пу день 424 от начала 434
отделение 44 день 3443 от начала 434

вторая подкормка озимой пшеница
по пу день 23 от начала 2342
отделение 54 день 545 от начала 545","2025-04-17T17:55:47.282571Z"
